Epoch,Motif,Distance
1,2,1485.0026766666217
1,2,1755.2789296715184
1,2,inf
1,2,1290.4028518658251
1,2,1169.9180327761928
1,2,3680.559787500433
1,2,1410.0731615172665
1,2,2157.386525856746
1,2,inf
1,2,1659.790846331083
1,2,2380.3937187674765
1,2,2596.754528079534
1,2,2210.607150618408
1,2,2129.609749804504
1,2,1689.0664683171324
1,2,1450.2175147816424
1,2,1717.4502160376792
1,2,2300.2310456965897
1,2,2916.233765712505
1,2,inf
1,2,2121.0959639145904
1,2,1860.0355425976577
1,2,806.2567631211618
1,2,1521.8692896553707
1,2,inf
1,2,634.8333290095424
1,2,438.3353715469683
1,2,1777.349474510012
1,2,1864.906710699443
1,2,836.9395262316434
1,2,543.5991458950673
1,2,251.80093850346464
1,2,433.947507012972
1,2,1542.2591625577743
1,2,3128.0507915451253
1,2,inf
1,2,1116.498081367918
1,2,785.1211821109944
1,2,1437.3456566258144
1,2,inf
1,2,791.3164236720016
1,2,499.3514419212466
1,2,1472.8830413378698
1,2,2089.991759770407
1,2,1050.4134647944516
1,2,670.4741223694542
1,2,350.488458418909
1,2,509.9532244306116
1,2,1378.9467637129944
1,2,3007.6029974978183
1,2,inf
1,2,1221.2893592825085
1,2,1055.767871948411
1,2,inf
1,2,668.6740458827051
1,2,955.1754598279928
1,2,2023.947340902208
1,2,1268.6401875836852
1,2,785.6596285936762
1,2,669.8022538519385
1,2,504.2794383301856
1,2,704.4059998914727
1,2,1453.9865572700196
1,2,1860.3090802154047
1,2,inf
1,2,806.6238001517892
1,2,1112.224778804917
1,2,1219.0664702545655
1,2,1641.32840750539
1,2,1592.084763805496
1,2,1518.660252111004
1,2,1400.6699556230087
1,2,1026.970035814163
1,2,1029.9180841259977
1,2,1289.5553241885616
1,2,1560.542038888783
1,2,1790.2586318725405
1,2,inf
1,2,1245.8878214932183
1,2,1379.255200181084
1,2,708.9473949119507
1,2,1649.0491533142324
1,2,1287.887250810715
1,2,904.7433003591008
1,2,630.5486908276922
1,2,387.19655449650486
1,2,680.8067278976703
1,2,1375.680986905894
1,2,1566.0083135040718
1,2,inf
1,2,813.1191210781273
1,2,930.3040330957084
1,2,1777.7580376793258
1,2,1722.5752537293522
1,2,970.1452422898828
1,2,667.0187076764645
1,2,420.7597613412148
1,2,651.9172791036799
1,2,1602.7897096414488
1,2,2537.613504649736
1,2,inf
1,2,1093.8032761299255
1,2,953.516671557573
1,2,1440.5333619522955
1,2,1494.584866944501
1,2,1236.4353164679023
1,2,802.4563061949547
1,2,1340.9563795330191
1,2,1614.0295970713078
1,2,1344.1855691711546
1,2,inf
1,2,1156.8388010553576
1,2,1550.6688002563212
1,2,1340.5501974824422
1,2,1017.9864227273858
1,2,860.317197171215
1,2,1154.5726818733724
1,2,1585.5869413013254
1,2,1576.4685195601155
1,2,inf
1,2,1034.0441650683445
1,2,1390.9772731918135
1,2,653.4999866441815
1,2,366.4038067948927
1,2,560.2965526653818
1,2,1829.428019535644
1,2,2834.646813676895
1,2,inf
1,2,1174.792984485558
1,2,1185.1709212897938
1,2,3197.490016541692
1,2,3524.6051564293025
1,2,3274.882324611263
1,2,3314.7670970452523
1,2,inf
1,2,2889.8002227001643
1,2,2650.5229345400558
1,2,1770.254229883841
1,2,1711.2353630158852
1,2,2137.2197596183973
1,2,inf
1,2,1824.4166756836144
1,2,1645.8525294064068
1,2,1960.690792039511
1,2,2347.479610981011
1,2,inf
1,2,2262.5738684635044
1,2,2455.1994307180807
1,2,1166.0371473849905
1,2,inf
1,2,844.7891395580596
1,2,1004.114133464758
1,2,inf
1,2,1333.3272168330725
1,2,1628.7073839234902
1,2,1290.982379140057
1,2,1475.5556478577575
1,2,783.4857086260973
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,2677.214334599266
1,3,982.086956330712
1,3,inf
1,3,inf
1,3,inf
1,3,3630.274476488375
1,3,inf
1,3,916.3504392938294
1,3,1099.7133172454323
1,3,inf
1,3,1335.9832475262924
1,3,949.5825008409328
1,3,1174.8655168426792
1,3,568.7627251109077
1,3,940.3023382751544
1,3,2259.731562905019
1,3,1511.7086584772987
1,3,2215.6594252273144
1,3,1939.217915243858
1,3,inf
1,3,inf
1,3,inf
1,3,822.1602961784914
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,5040.551541670641
1,3,inf
1,3,1733.511371761198
1,3,1418.2711528866232
1,3,inf
1,3,1950.7541183786063
1,3,2234.007193448772
1,3,1332.754014575345
1,3,1864.368446445488
1,3,2110.700743685502
1,3,2574.632146789941
1,3,2028.521419751496
1,3,3042.909014918338
1,3,2190.8678730517754
1,3,inf
1,3,inf
1,3,inf
1,3,1751.3196114906602
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,4767.182592500444
1,3,inf
1,3,1068.976844129999
1,3,428.9421757495044
1,3,inf
1,3,991.9312716640594
1,3,324.9080053092913
1,3,664.3211243626188
1,3,703.7228538142475
1,3,360.6118830207641
1,3,2672.120463139948
1,3,1397.6353198544632
1,3,2211.7681430759385
1,3,1754.6134942374506
1,3,inf
1,3,inf
1,3,inf
1,3,557.852567275984
1,3,5067.123231866759
1,3,inf
1,3,1582.6215039509814
1,3,2128.481737950566
1,3,inf
1,3,1776.3371888615952
1,3,2005.3146229912693
1,3,1833.123543279819
1,3,1483.6836121744946
1,3,1686.2317859884747
1,3,1537.7933070510082
1,3,3326.7854089535986
1,3,2663.7417214317334
1,3,1940.5302743965651
1,3,inf
1,3,inf
1,3,inf
1,3,1574.871256741731
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,1270.142282184239
1,3,inf
1,3,1373.7979906330418
1,3,1750.260394550042
1,3,1140.3096359304775
1,3,1739.344339948291
1,3,1348.0533407733956
1,3,2449.597386900581
1,3,2493.8741635756205
1,3,2551.570313707992
1,3,1379.7139298192242
1,3,inf
1,3,inf
1,3,inf
1,3,1164.4090394675952
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,1148.3946850012248
1,3,456.23105295632894
1,3,997.6968046769018
1,3,657.3170268813406
1,3,390.49328279273897
1,3,3108.864168681469
1,3,1091.827213464887
1,3,2011.9168457230048
1,3,2181.377797619492
1,3,inf
1,3,inf
1,3,inf
1,3,649.548230548428
1,3,2998.980532968092
1,3,2174.492747063381
1,3,2570.3119730717544
1,3,2273.211011484498
1,3,2529.0631774939143
1,3,3494.375831973161
1,3,2310.577025188958
1,3,2520.2875842983394
1,3,inf
1,3,inf
1,3,inf
1,3,2127.5502908538506
1,3,1357.1623173607727
1,3,556.3830812099166
1,3,480.98378899235
1,3,3559.671590234451
1,3,1202.362251116591
1,3,3174.6938055171654
1,3,2873.222299156662
1,3,inf
1,3,inf
1,3,inf
1,3,793.2560215483121
1,3,616.6851981902859
1,3,394.1942969371741
1,3,1910.449590996839
1,3,1469.3383195057456
1,3,2842.1256461452517
1,3,1571.234121262124
1,3,inf
1,3,inf
1,3,inf
1,3,672.7023553722254
1,3,498.7021539746006
1,3,2251.7634874348432
1,3,1865.2949975096096
1,3,3474.341809189199
1,3,1530.6261860504478
1,3,inf
1,3,inf
1,3,inf
1,3,842.8769568882074
1,3,2746.983002356289
1,3,1962.676314979832
1,3,2968.494986868017
1,3,2361.1965125387583
1,3,inf
1,3,inf
1,3,inf
1,3,1676.8555638549344
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,2124.62076462922
1,3,1060.5994784232132
1,3,inf
1,3,inf
1,3,inf
1,3,962.543295091149
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,inf
1,3,1674.30020960834
1,3,inf
1,3,inf
1,3,1104.382730899299
1,3,inf
1,3,750.5084085317469
1,3,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
1,4,inf
